Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House,id,name,surname,age
Pure-blood,45.32570960250748,7.192055903085296,41.00349607095964,7.814581831437024,3.6197933849262713,43.4037429579687,3.1642371692464177,17.274634246196705,Hufflepuff,5118,Sorrel,Frostbane,11.0
Half-blood,7.0,9.0,6.0,5.0,4.0,7.0,4.0,9.0,Ravenclaw,10517,Vesper,Frostbane,14.0
Pure-blood,6.0,6.0,9.0,1.0,1.0,3.0,4.0,2.0,Hufflepuff,1560,Bran,Frostbane,16.0
Half-blood,73.13236981229737,48.88253625861698,1.0513057294832155,59.51639212991751,0.0,69.44755925973882,50.30397016074265,39.44924909941726,Gryffindor,10242,Yara,Frostbane,13.0
,,,,,,,,,,4626,Kieran,Frostbane,18.0
Pure-blood,7.0,1.0,7.0,1.0,0.0,10.0,9.0,6.0,Gryffindor,4857,Isolde,Frostbane,13.0
,2.0,,,,,,,,,3240,Ione,Frostbane,12.0
,,3.0,,,,,5.0,,,15028,Cassia,Frostbane,14.0
Pure-blood,4.0,10.0,1.0,1.0,4.0,0.0,2.0,9.0,Ravenclaw,479,Thorne,Frostbane,14.0
,,9.0,,,2.0,,,9.0,,271,Vesper,Frostbane,16.0
,,,10.0,,,,,,,15388,Thalia,Frostbane,11.0
Muggle-born,5.0,9.0,7.0,3.0,3.0,6.0,7.0,9.0,Ravenclaw,10267,,Frostbane,11.0
Muggle-born,,,,7.0,,,,,,7580,Alaric,Frostbane,18.0
Muggle-born,2.0,7.0,3.0,5.0,5.0,5.0,1.0,8.0,Ravenclaw,174,Ione,Frostbane,16.0
Half-blood,10.135281839027796,5.415954942674978,31.05135259792344,28.015801690679293,42.603994795076304,47.252511520751945,59.67685006590594,13.1646912435799,Slytherin,18354,Eira,Frostbane,13.0
Muggle-born,10.0,1.0,7.0,1.0,2.0,8.0,9.0,5.0,Gryffindor,19128,Ione,Frostbane,15.0
Muggle-born,8.0,4.0,6.0,5.0,1.0,6.0,10.0,7.0,Gryffindor,8167,,Frostbane,11.0
Half-blood,2.0,10.0,1.0,3.0,5.0,2.0,2.0,7.0,Ravenclaw,9336,Galen,Frostbane,16.0
Muggle-born,11.111483699715489,43.10897140713963,1.930153501198076,30.709867708338194,20.664299706754896,5.12755293091106,1.600291506243307,52.931128887715495,Ravenclaw,18414,Thalia,Frostbane,
Half-blood,,,,,,,,,,9741,Amara,Frostbane,11.0
Muggle-born,46.52664698200609,30.11654766147001,23.591982430642854,4.186193718463608,51.28849913684203,33.53295088937186,51.91980604105683,30.247039945542703,Slytherin,6103,Zara,Frostbane,12.0
Half-blood,2.822057487412457,67.79116598707881,4.433885000786212,13.262714837848272,4.332709066832366,0.0,38.08291267955855,14.794828121372651,Ravenclaw,5561,Rowan,Frostbane,18.0
,,,,,,,,,,7011,Eira,Frostbane,17.0
Half-blood,,,,,,,,,,9749,Nyx,Frostbane,12.0
,,,,,,,,,,11140,Alaric,Frostbane,17.0
,,5.0,,,2.0,,2.0,,,8707,Liora,Frostbane,15.0
Muggle-born,8.0,2.0,1.0,4.0,1.0,9.0,10.0,2.0,Gryffindor,18260,Bastian,Frostbane,16.0
Muggle-born,6.0,7.0,5.0,9.0,8.0,7.0,8.0,5.0,Slytherin,16074,Silas,Frostbane,15.0
Pure-blood,5.0,6.0,4.0,10.0,9.0,10.0,8.0,3.0,Slytherin,10839,Vesper,Frostbane,18.0
Pure-blood,4.0,1.0,4.0,10.0,7.0,10.0,7.0,5.0,Slytherin,18733,Orion,Frostbane,11.0
Pure-blood,3.1886534859954825,5.949010640851314,42.515048426595015,61.105533187955785,51.58163774988655,38.232628569376686,71.195036721952,4.06909357351019,Slytherin,3997,,Frostbane,16.0
Pure-blood,29.034811993813268,11.85083567880833,10.1319339514568,28.24240327741344,0.6363032047257912,37.7593248043895,58.7469418900712,11.912080623036568,Gryffindor,6234,Aurelia,Frostbane,14.0
Pure-blood,,,,,,,,,,15812,Oswin,Frostbane,11.0
Half-blood,6.0,9.0,1.0,5.0,3.0,0.0,4.0,9.0,Ravenclaw,6250,Silas,Frostbane,13.0
Muggle-born,3.0,10.0,6.0,5.0,1.0,0.0,1.0,10.0,Ravenclaw,15407,Kieran,Frostbane,14.0
Pure-blood,6.0,7.0,7.0,1.0,3.0,5.0,4.0,9.0,Ravenclaw,8668,Orion,Frostbane,15.0
Muggle-born,3.0,3.0,9.0,4.0,3.0,0.0,1.0,4.0,Hufflepuff,18740,Caelum,Frostbane,13.0
Muggle-born,47.23716604999184,11.810898578112962,8.097777775362326,33.87853000726021,15.714035346475844,37.24313430386127,28.775265096899133,36.04202265498696,Hufflepuff,9720,Silas,Frostbane,18.0
Muggle-born,5.0,10.0,6.0,4.0,4.0,6.0,1.0,10.0,Ravenclaw,8648,Theo,Frostbane,13.0
Pure-blood,3.0,5.0,10.0,2.0,4.0,7.0,2.0,4.0,Hufflepuff,3310,Orion,Frostbane,16.0
Muggle-born,14.538957552622646,13.192480393671202,16.37671187179334,31.20375651422717,2.284426629818266,19.108012209868072,14.481978320909828,5.599781950769932,Hufflepuff,15717,Aurelia,Frostbane,15.0
Half-blood,3.630199770703863,18.984974567525622,37.582274921926725,10.267530996274186,0.0,43.31285186932657,34.87594977098167,4.9228097569017,Gryffindor,3734,Sorrel,Frostbane,11.0
Pure-blood,,,7.0,,0.0,,4.0,,Hufflepuff,17522,Elio,Frostbane,
Muggle-born,1.0,3.0,8.0,1.0,5.0,7.0,7.0,5.0,Hufflepuff,15268,Kieran,Frostbane,12.0
Muggle-born,9.0,6.0,1.0,2.0,4.0,8.0,9.0,3.0,Gryffindor,15925,Elio,Frostbane,16.0
Half-blood,24.27114365938353,4.520704260060308,6.556747071143395,39.46162228796917,33.61948940528836,36.77708955994008,45.86347817214367,11.81394453892569,Slytherin,19687,Eira,Frostbane,14.0
Half-blood,53.98325978341954,47.94451609852306,10.501274771482828,19.154509176195653,12.334156599679234,54.6013582084441,29.435382596071943,15.549255680033273,Gryffindor,12210,Calliope,Frostbane,18.0
,,,,,,,,,,3838,Orion,Frostbane,18.0
,,,,,,,,,Ravenclaw,14796,Ronan,Frostbane,13.0
Half-blood,46.56234009235758,71.58868457758012,14.012262866728378,0.968939242141274,0.0,0.0,10.242742185915834,28.639892787529057,Ravenclaw,17310,Thalia,Frostbane,17.0
Half-blood,10.0,7.0,6.0,4.0,2.0,8.0,8.0,7.0,Gryffindor,3814,Isolde,Frostbane,18.0
,,,,,,,,,,17680,Thorne,Frostbane,18.0
,,,,,,,,,,17646,Vesper,Frostbane,13.0
Half-blood,9.0,7.0,7.0,1.0,5.0,7.0,7.0,7.0,Gryffindor,14134,Caelum,Frostbane,17.0
Pure-blood,6.0,3.0,8.0,3.0,4.0,0.0,7.0,7.0,Hufflepuff,1979,Theo,Frostbane,15.0
,,,,,,,,,,7469,Orion,Frostbane,18.0
Pure-blood,6.50813610901325,57.282562072258656,7.117088995183872,25.94491826290142,12.98450436544433,51.10282856693148,45.42738124892246,9.000183520503501,Slytherin,19098,Fenris,Frostbane,11.0
Muggle-born,3.0,4.0,7.0,8.0,8.0,6.0,7.0,2.0,Slytherin,17997,Orion,Frostbane,
,,,,,,,,,,6142,Amara,Frostbane,12.0
Muggle-born,68.93142376802429,73.3408422927935,34.355634294014926,1.756201923600296,14.253138673060494,26.997041801682347,7.292520336571197,48.01088887322803,Ravenclaw,2667,,Frostbane,14.0
Half-blood,18.314807272575575,29.870974028300505,0.6178014530831045,3.237578655069002,14.425858129753625,48.51754232373042,14.586367775548332,4.153761747012159,Ravenclaw,8317,Orion,Frostbane,11.0
,,,,4.0,,,,,Ravenclaw,11954,Bastian,Frostbane,13.0
Muggle-born,4.0,3.0,9.0,6.0,1.0,4.0,3.0,4.0,Hufflepuff,9921,,Frostbane,16.0
Half-blood,10.0,6.0,5.0,2.0,3.0,9.0,9.0,3.0,Gryffindor,4249,Laziel,Frostbane,15.0
Half-blood,64.32373811124238,2.322674610832496,28.33649183251171,29.66354740242953,14.95354099400179,23.46285806024908,68.13669732451012,1.6925419039506835,Gryffindor,11940,Ezra,Frostbane,12.0
,,,,,,,,,,4101,Rowan,Frostbane,13.0
Half-blood,4.474882808210273,0.859132631063644,64.2073664317242,60.68435867022381,81.49806663129488,44.890074377901456,76.82909720497301,10.242307789454356,Slytherin,14466,Galen,Frostbane,18.0
Muggle-born,2.0,1.0,10.0,7.0,3.0,6.0,2.0,5.0,Hufflepuff,18375,Amara,Frostbane,18.0
,,,,,,,,,,18020,Sorrel,Frostbane,16.0
Half-blood,5.0,4.0,2.0,8.0,8.0,5.0,9.0,3.0,Slytherin,16607,Orion,Frostbane,12.0
Half-blood,3.0,4.0,2.0,7.0,9.0,9.0,8.0,1.0,Slytherin,16677,Orion,Frostbane,16.0
Half-blood,13.75826573691324,8.853014324416902,10.92846416435363,22.386336024148346,59.171656908274215,12.77646959529188,20.30904580463553,26.968383622045803,Slytherin,15730,Maia,Frostbane,14.0
,,,,,,,,,Ravenclaw,18393,Galen,Frostbane,14.0
Pure-blood,4.0,3.0,5.0,9.0,9.0,5.0,10.0,6.0,Slytherin,13716,Evander,Frostbane,15.0
Half-blood,4.0,8.0,2.0,5.0,2.0,5.0,2.0,10.0,Ravenclaw,2379,Mirek,Frostbane,18.0
Muggle-born,4.0,7.0,7.0,8.0,9.0,10.0,7.0,4.0,Slytherin,12474,Leif,Frostbane,
Muggle-born,14.974152436459992,12.072422990763808,27.976770601623343,10.811434561466976,8.49857069901973,0.0,5.634852421319347,33.242582649948744,Hufflepuff,19666,Nyx,Frostbane,17.0
Half-blood,3.3927996232682114,19.03048404277365,19.414572233988796,10.773558960182571,4.54991141067722,0.0,53.08750622385071,75.28110497342841,Ravenclaw,5128,Eira,Frostbane,13.0
,,,,,,,,,,18885,Elio,Frostbane,18.0
Muggle-born,8.0,4.0,5.0,7.0,0.0,7.0,10.0,1.0,Gryffindor,8566,Kai,,17.0
Muggle-born,6.0,8.0,5.0,6.0,4.0,0.0,1.0,10.0,Ravenclaw,11603,Ezra,Frostbane,13.0
Half-blood,,6.0,,,,,,,,11773,Evander,Frostbane,14.0
Pure-blood,57.398164115249344,42.00238672122312,13.65734189962134,16.83290087133534,0.0,0.0,12.12724082142996,45.90169477689262,Ravenclaw,14026,Anya,Frostbane,
Pure-blood,6.0,7.0,3.0,5.0,0.0,3.0,6.0,9.0,Ravenclaw,706,Calliope,Frostbane,15.0
,,,,3.0,,,,,,6467,Vera,Frostbane,12.0
Muggle-born,40.77853450472407,12.421760334549742,87.02620252607387,3.852821639467336,27.230772183317534,15.810401996169109,6.961507277975402,29.83727461596695,Hufflepuff,19122,Minerva,Frostbane,
Half-blood,6.0,8.0,2.0,6.0,4.0,1.0,7.0,8.0,Ravenclaw,6704,Soren,Frostbane,14.0
Half-blood,10.0,6.0,5.0,2.0,3.0,9.0,9.0,3.0,Gryffindor,8825,Nyx,Frostbane,16.0
Half-blood,24.7952537419323,10.153807931578967,34.561746631051825,35.476138947790616,0.0,12.67587296569762,12.793837930973009,4.540883016185052,Gryffindor,10810,Eira,Frostbane,
Pure-blood,2.0,1.0,10.0,6.0,1.0,1.0,4.0,5.0,Hufflepuff,16276,Soren,Frostbane,11.0
,,,8.0,,2.0,,,,,10764,Silas,Frostbane,13.0
Pure-blood,8.0,6.0,1.0,5.0,2.0,7.0,8.0,2.0,Gryffindor,15383,Talia,Frostbane,15.0
,,6.0,,,,,,,,3354,Seraphina,Frostbane,14.0
Pure-blood,3.0,10.0,1.0,2.0,2.0,7.0,4.0,9.0,Ravenclaw,18618,Eira,Frostbane,11.0
,,,,,,,,,,3343,Minerva,Frostbane,16.0
Half-blood,18.50079333886778,10.737669305721331,6.007339416015141,8.310721352973973,62.78285228125084,48.991504658224,86.40631303153633,21.49027586326181,Slytherin,5843,Freya,Frostbane,12.0
Pure-blood,1.0,4.0,8.0,6.0,5.0,5.0,2.0,7.0,Hufflepuff,9770,Amara,Frostbane,16.0
Pure-blood,4.0,7.0,5.0,1.0,3.0,4.0,3.0,10.0,Ravenclaw,15081,Calliope,Frostbane,
Muggle-born,28.10532266845086,17.41814991641971,53.48024350753676,18.461679169001812,4.488507446951617,29.75282079614169,4.569064250101724,14.435061534868147,Hufflepuff,8172,Mirek,Frostbane,13.0
Muggle-born,3.0,7.0,7.0,1.0,5.0,1.0,3.0,1.0,Hufflepuff,6639,Amara,Frostbane,17.0
Pure-blood,2.14535602944921,37.19981599486976,2.1623343282812093,10.64175481092088,6.554365737193792,23.296093774326103,28.75820456297277,79.26321273225086,Ravenclaw,7161,Laziel,Frostbane,12.0
,,,,,,,,,,12041,Caius,,11.0
,,,6.0,,,,,,,14355,Caelum,Frostbane,16.0
Pure-blood,3.578424371016851,5.144766445138791,20.693316950087222,0.7404643425121644,0.6497606028660279,15.265826772936675,41.39430049982492,17.335342238617272,Gryffindor,1477,Silas,Frostbane,15.0
Pure-blood,5.702612699736164,13.754488426707969,44.78705338116673,23.358954482882567,42.48428199867787,34.43612017089343,95.47587312695596,31.29863362564166,Slytherin,14601,Isolde,Frostbane,14.0
Half-blood,25.907823533180984,46.910670475010285,8.13652467129154,0.52298287916249,8.931980809762887,30.73659187704173,21.57290106857877,63.029569968400914,Ravenclaw,16902,Aurelia,Frostbane,11.0
Half-blood,6.0,7.0,7.0,9.0,7.0,7.0,9.0,3.0,Slytherin,575,Mirek,Frostbane,17.0
Muggle-born,7.0,6.0,9.0,4.0,2.0,5.0,4.0,7.0,Hufflepuff,12808,Fenris,Frostbane,16.0
Pure-blood,7.0,2.0,3.0,6.0,4.0,9.0,9.0,6.0,Gryffindor,14788,Caius,Frostbane,11.0
Half-blood,1.0,8.0,5.0,6.0,4.0,5.0,4.0,7.0,Ravenclaw,17911,Minerva,Frostbane,16.0
Muggle-born,4.0,7.0,7.0,5.0,3.0,7.0,3.0,6.0,Hufflepuff,13626,Jasper,Frostbane,14.0
Pure-blood,34.52812526661518,47.4609992918969,48.50708879113945,1.6467346057769672,7.726473134085434,24.57753854865709,24.083939077770427,5.203944759668765,Hufflepuff,14368,Laziel,Frostbane,
Muggle-born,8.0,4.0,6.0,3.0,1.0,5.0,10.0,3.0,Gryffindor,17845,Cassia,,18.0
Muggle-born,6.0,7.0,3.0,6.0,2.0,1.0,4.0,7.0,Ravenclaw,11584,Laziel,Frostbane,18.0
,,,,,,,,,,15756,Talia,Frostbane,15.0
,,,,,9.0,,9.0,1.0,,13893,Lucien,Frostbane,18.0
,6.0,,,7.0,,5.0,,,Slytherin,7518,Eira,Frostbane,
Muggle-born,6.60334150445788,22.026122999521228,79.82837949120072,4.99588249046867,34.81319720300978,9.669937268515326,34.67170858014774,69.96126280485623,Hufflepuff,4862,Alaric,Frostbane,18.0
Half-blood,6.0,4.0,10.0,1.0,5.0,3.0,2.0,6.0,Hufflepuff,13320,Fenris,Frostbane,14.0
Muggle-born,4.0,4.0,6.0,9.0,7.0,8.0,10.0,7.0,Slytherin,14866,Vesper,Frostbane,17.0
Muggle-born,5.0,1.0,6.0,8.0,9.0,6.0,8.0,4.0,Slytherin,4938,Kieran,Frostbane,12.0
Half-blood,5.0,6.0,3.0,9.0,10.0,7.0,10.0,6.0,Slytherin,1502,Vesper,Frostbane,17.0
Pure-blood,15.584204347438202,7.433213659035611,3.039357116001734,12.197815655359085,9.765096425426623,45.13483921207423,4.505382387111129,1.081184733614423,Slytherin,18073,Amara,Frostbane,12.0
Half-blood,7.843898975477848,0.8833300370579931,2.8259920212196583,24.108400738342173,67.04275175835315,53.95499037632041,31.506255500244787,44.26417686236414,Slytherin,10213,Talia,Frostbane,18.0
Half-blood,2.0,9.0,2.0,6.0,1.0,0.0,7.0,10.0,Ravenclaw,9005,Seraphina,Frostbane,17.0
,,,,,,,6.0,,,12411,Galen,Frostbane,16.0
,7.0,,,,1.0,,,,,8861,Oswin,Frostbane,15.0
Muggle-born,5.0,6.0,10.0,2.0,1.0,3.0,4.0,7.0,Hufflepuff,11711,Aurelia,Frostbane,13.0
Pure-blood,2.0,4.0,2.0,10.0,7.0,10.0,8.0,7.0,Slytherin,19748,Kieran,,
Half-blood,2.0,1.0,9.0,7.0,1.0,7.0,2.0,5.0,Hufflepuff,6414,Caelum,Frostbane,17.0
Pure-blood,5.0,3.0,2.0,8.0,10.0,9.0,9.0,5.0,Slytherin,9044,Oswin,Frostbane,16.0
,2.0,,,,3.0,,2.0,,Hufflepuff,4470,Aurelia,Frostbane,17.0
Half-blood,52.63513968224655,8.0187164607439,3.808030745228188,14.357184871903844,1.9723136726957236,66.69314876044886,30.238216548461622,0.2112309744628532,Gryffindor,10597,Caelum,Frostbane,16.0
,8.0,,,1.0,0.0,7.0,,,Gryffindor,18396,Rowan,Frostbane,16.0
Half-blood,3.0,9.0,4.0,2.0,4.0,4.0,3.0,9.0,Ravenclaw,14800,Vera,Frostbane,11.0
,,,,,,,,,,13937,Vesper,Frostbane,18.0
,,,,,,,,,,12309,Ezra,Frostbane,13.0
Muggle-born,33.36627520334134,50.90056395579397,96.30830223739852,2.817911175788656,16.722525079718515,10.520428418507544,16.66226248330745,0.6831469850398548,Hufflepuff,8120,Laziel,Frostbane,18.0
Half-blood,5.0,6.0,5.0,8.0,9.0,6.0,8.0,5.0,Slytherin,14494,Ione,,14.0
Pure-blood,3.0,3.0,5.0,7.0,8.0,7.0,10.0,2.0,Slytherin,1633,Leif,Frostbane,17.0
Muggle-born,7.0,6.0,7.0,1.0,1.0,5.0,1.0,1.0,Hufflepuff,17319,Mirek,Frostbane,17.0
Half-blood,27.838891621411623,26.076630305785383,43.0350460563002,37.15010896725903,9.625126205822426,28.06366915300148,8.795851528128102,63.20432375164917,Ravenclaw,18580,Dorian,Frostbane,11.0
Half-blood,4.0,8.0,2.0,5.0,2.0,5.0,2.0,10.0,Ravenclaw,10638,,Frostbane,18.0
Muggle-born,8.0,4.0,6.0,3.0,1.0,5.0,10.0,3.0,Gryffindor,2245,Ione,Frostbane,12.0
Pure-blood,9.0,4.0,7.0,5.0,3.0,7.0,10.0,5.0,Gryffindor,6934,Zara,Frostbane,13.0
Pure-blood,2.0,7.0,4.0,2.0,5.0,1.0,4.0,10.0,Ravenclaw,16812,Kai,Frostbane,18.0
Pure-blood,2.0,8.0,7.0,4.0,4.0,6.0,1.0,8.0,Ravenclaw,604,Vera,Frostbane,11.0
,,,,,,,,,Ravenclaw,18607,Ronan,Frostbane,16.0
Muggle-born,1.0,8.0,3.0,7.0,2.0,1.0,3.0,8.0,Ravenclaw,6899,Caelum,Frostbane,11.0
,,7.0,4.0,,0.0,,,,Ravenclaw,8832,Evander,,17.0
Muggle-born,26.60544609635393,5.004539668822572,62.04701784473693,16.28203176624608,57.22806800444392,45.02640981162199,46.56366674200403,38.39614996244606,Slytherin,6539,Zara,Frostbane,
,1.0,,,6.0,5.0,5.0,,,Hufflepuff,40,Bran,Frostbane,17.0
Muggle-born,18.87551084385824,21.28456108526616,5.069633831789392,51.96403334378794,7.228599078449013,4.113998071786943,2.7686226496544903,5.15249483453638,Ravenclaw,17694,,Frostbane,17.0
Half-blood,3.0,9.0,4.0,7.0,2.0,7.0,3.0,9.0,Ravenclaw,8945,,Frostbane,15.0
Pure-blood,11.04970698151108,32.406436535892404,3.314524253647328,18.495923053863734,21.537282981924918,38.99704001676081,10.260803671280998,55.16988750283255,Ravenclaw,10093,Galen,Frostbane,14.0
,7.0,3.0,,,8.0,,,7.0,,13450,Ronan,Frostbane,11.0
Pure-blood,6.0,4.0,7.0,7.0,2.0,3.0,6.0,2.0,Hufflepuff,5268,Nyx,Frostbane,15.0
Pure-blood,5.0,8.0,2.0,1.0,2.0,6.0,2.0,7.0,Ravenclaw,6067,Orion,Frostbane,16.0
Half-blood,33.92874706726454,27.875194974917747,47.332274892356885,45.992123662236665,0.0,14.498263224051945,10.56578158844308,7.158809921917948,Hufflepuff,13749,Kai,Frostbane,11.0
Pure-blood,7.0,3.0,2.0,10.0,7.0,5.0,8.0,7.0,Slytherin,8713,Nerissa,Frostbane,13.0
Pure-blood,5.0,7.0,2.0,7.0,2.0,5.0,5.0,8.0,Ravenclaw,11600,Galen,Frostbane,16.0
Half-blood,1.0,1.0,2.0,10.0,9.0,5.0,7.0,2.0,Slytherin,3367,Ezra,Frostbane,16.0
Half-blood,88.91277094130798,4.1263964888452005,8.819082707399922,60.101532444526654,8.296275721725497,14.396341563571388,48.51528137558254,8.438787356826685,Gryffindor,5392,Caelum,Frostbane,18.0
Muggle-born,7.038031962555495,1.347331852871169,8.57677786812508,7.123859983026943,5.136686428497137,33.22532656843529,30.918633667540718,46.638055191556326,Ravenclaw,2777,Leif,Frostbane,14.0
Pure-blood,4.0,3.0,7.0,8.0,10.0,7.0,8.0,3.0,Slytherin,18485,Soren,Frostbane,18.0
Pure-blood,5.0,10.0,3.0,2.0,0.0,7.0,2.0,8.0,Ravenclaw,10685,Theo,Frostbane,12.0
Half-blood,3.0,8.0,7.0,6.0,0.0,2.0,4.0,10.0,Ravenclaw,19451,Caelum,Frostbane,16.0
Half-blood,10.0,7.0,1.0,6.0,1.0,6.0,9.0,5.0,Gryffindor,5395,Rowan,Frostbane,15.0
Muggle-born,2.0,3.0,7.0,9.0,7.0,6.0,9.0,2.0,Slytherin,14033,Sorrel,Frostbane,14.0
,,1.0,,,,,,,,14734,Calliope,Frostbane,18.0
Half-blood,1.0,2.0,8.0,5.0,1.0,1.0,3.0,4.0,Hufflepuff,14056,Minerva,,16.0
,,3.0,6.0,2.0,,,,,,2084,Vera,Frostbane,17.0
Pure-blood,1.0,4.0,7.0,7.0,1.0,4.0,4.0,6.0,Hufflepuff,6776,Amara,Frostbane,13.0
Pure-blood,4.0,6.0,6.0,10.0,10.0,6.0,7.0,5.0,Slytherin,5129,Kieran,Frostbane,12.0
Pure-blood,5.396035529789847,44.593090741623946,26.233038088159866,32.76907147979908,67.56379193755505,10.202448078451589,50.82628537080373,7.2131881150270365,Slytherin,6173,Amara,Frostbane,12.0
Half-blood,2.9608062260318118,1.317200772120677,14.535053250861708,22.06151870472664,13.798268889647378,20.510686578382597,8.821512551534513,69.40062569716747,Ravenclaw,1033,Caelum,Frostbane,16.0
Pure-blood,8.376088365984147,60.10009789353184,4.297532857099792,11.064874740130188,8.143757315361754,40.14752589671227,15.780946787376058,6.180084769151332,Hufflepuff,13249,Isolde,Frostbane,14.0
,,,,,1.0,4.0,,,,14144,Liora,Frostbane,15.0
Muggle-born,4.0,3.0,9.0,6.0,1.0,4.0,3.0,4.0,Hufflepuff,5019,Anya,Frostbane,13.0
Pure-blood,7.0,10.0,1.0,7.0,2.0,2.0,6.0,7.0,Ravenclaw,8191,,Frostbane,13.0
Pure-blood,5.0,2.0,8.0,5.0,4.0,2.0,1.0,6.0,Hufflepuff,15835,Laziel,Frostbane,14.0
Pure-blood,23.635699108736347,30.39259286267553,71.84429309263291,4.824422709557283,9.22271898408224,19.488317953398678,0.7920719614841462,6.523654706233275,Hufflepuff,9113,Lyra,Frostbane,11.0
Muggle-born,15.782840831737664,0.6142660679000975,22.68252374288221,10.186710901012088,59.738792592816864,47.51819431400406,5.868909675454273,0.8344549431422777,Slytherin,5078,Nyx,Frostbane,
Half-blood,7.0,6.0,2.0,8.0,10.0,9.0,7.0,3.0,Slytherin,19051,Calliope,Frostbane,15.0
Half-blood,55.98476483473837,13.195243929468107,20.575369937612656,8.905950582044937,5.118958623081571,0.1990360869769233,16.343921936143435,35.40329300572534,Hufflepuff,6830,Kieran,Frostbane,17.0
Muggle-born,10.0,3.0,5.0,1.0,4.0,10.0,10.0,5.0,Gryffindor,15115,Isolde,Frostbane,18.0
Half-blood,,,,,,,,,Hufflepuff,13566,Lucien,Frostbane,13.0
Muggle-born,30.46478837693868,40.69912926777627,9.128944126191572,10.082489399944327,18.871270426069508,33.37407516762168,25.883598244035003,6.321681521739284,Hufflepuff,19783,Nyx,Frostbane,13.0
Pure-blood,7.0,6.0,9.0,6.0,5.0,1.0,4.0,4.0,Hufflepuff,15046,Fenris,Frostbane,14.0
,,,,2.0,,,4.0,6.0,,3485,Ione,Frostbane,12.0
Half-blood,9.524306982749232,9.146973911668676,38.27027435450068,9.008101285600029,16.710756805123175,49.60399575199788,34.11460720463399,16.060516434460677,Slytherin,5642,,Frostbane,
Muggle-born,3.0302581744953394,37.01909449644239,44.25735011881641,35.33781175391023,66.28266346810777,64.53221346380698,22.294652139645866,1.2976205399416043,Slytherin,9541,Nerissa,Frostbane,18.0
Muggle-born,1.2031360688116275,8.806151238945358,5.318778576381176,7.520596307078589,10.674955499729132,3.942672305976532,19.27678026865744,48.591699559132834,Hufflepuff,17883,Caius,Frostbane,17.0
Pure-blood,4.0,7.0,7.0,2.0,1.0,7.0,4.0,10.0,Ravenclaw,10438,,Frostbane,12.0
Pure-blood,15.523612328686518,1.4796899309659572,42.340743350560885,25.863904571033537,0.0,0.0,16.523225610019157,2.551670314131545,Hufflepuff,6602,Eira,Frostbane,
,,,,,,,,,,8076,,Frostbane,17.0
Half-blood,57.54860478690366,80.636311813638,8.749203484720288,3.775707993562816,41.20966565768127,0.0,5.8660470987600375,69.50003509491128,Ravenclaw,13562,Cassia,Frostbane,
Half-blood,1.0,3.0,8.0,2.0,1.0,2.0,2.0,7.0,Hufflepuff,18290,Rowan,Frostbane,14.0
,,,,,,,,,,12402,Isolde,Frostbane,12.0
Muggle-born,9.0,3.0,1.0,4.0,4.0,5.0,9.0,5.0,Gryffindor,12467,Nerissa,Frostbane,15.0
Pure-blood,5.0,8.0,5.0,7.0,5.0,1.0,2.0,9.0,Ravenclaw,689,Minerva,Frostbane,14.0
Half-blood,16.92092605365889,21.61155335468694,29.456643281186054,36.775150007131664,2.023023192850225,23.948840921601644,40.18354644346516,9.723933677455978,Hufflepuff,3588,Caelum,Frostbane,11.0
Half-blood,6.0,9.0,2.0,6.0,1.0,2.0,1.0,9.0,Ravenclaw,2147,Elio,Frostbane,14.0
Half-blood,7.0,1.0,7.0,3.0,1.0,5.0,9.0,3.0,Gryffindor,19180,Yara,Frostbane,13.0
Pure-blood,2.0,2.0,7.0,9.0,9.0,9.0,10.0,2.0,Slytherin,2392,Jasper,Frostbane,13.0
Muggle-born,,,,,,,,,,14245,Caius,Frostbane,12.0
Pure-blood,8.655562394027543,4.631532678213933,82.0015811091909,5.102222182865277,0.0,27.23427173317153,20.80231905680218,6.230458487175336,Hufflepuff,16122,Jasper,Frostbane,12.0
,,,,,,,,,,12209,Bastian,Frostbane,14.0
Pure-blood,1.0,4.0,7.0,7.0,1.0,4.0,4.0,6.0,Hufflepuff,16379,Ines,Frostbane,12.0
Half-blood,7.0,6.0,6.0,7.0,7.0,6.0,8.0,5.0,Slytherin,3016,Aurelia,Frostbane,14.0
Muggle-born,16.71633534223895,67.47223175106585,21.932967737124933,7.733214142960174,0.0,41.1540826873656,64.51658752255882,29.037511387368696,Gryffindor,18194,Vesper,Frostbane,11.0
Half-blood,1.0,2.0,1.0,10.0,10.0,9.0,8.0,4.0,Slytherin,4708,Thorne,Frostbane,13.0
,,,9.0,,,,,,,1830,Maia,Frostbane,16.0
Half-blood,4.0,7.0,9.0,2.0,2.0,2.0,1.0,5.0,Hufflepuff,3564,Thalia,Frostbane,18.0
Muggle-born,22.00340463082359,31.58920322993125,42.61817603301001,8.359005083608142,38.8343971290992,34.84392437006673,8.552315227579921,5.022489714771695,Hufflepuff,6958,Elio,Frostbane,13.0
Muggle-born,10.0,4.0,3.0,5.0,2.0,5.0,10.0,3.0,Gryffindor,678,Elio,Frostbane,
